SmasherID,SmashTag,RWeek1,RWeek2,RWeek3,RWeek4,RWeek5,RWeek6,ChangeInRank
1718754,PEPIS | lagoonies,NAN,NAN,NAN,NAN,259.0,293.0,-34.0
1723399,jeddo,29,57,82.0,123.0,149.0,171.0,-22.0
1729667,SlickSiwik,NAN,NAN,NAN,267.0,305.0,340.0,-35.0
1736473,PJThePuff,NAN,NAN,NAN,NAN,212.0,237.0,-25.0
1737518,Kombeze Ataie,NAN,NAN,NAN,NAN,NAN,293.0,NAN
1752009,djweav2k,NAN,NAN,244.0,323.0,369.0,406.0,-37.0
1796764,Mp drago,NAN,167,216.0,267.0,305.0,340.0,-35.0
1800785,Canoe,NAN,NAN,NAN,NAN,369.0,367.0,2.0
1807916,Shlorp,NAN,NAN,216.0,294.0,334.0,367.0,-33.0
1816060,FKA Minerali,NAN,NAN,NAN,NAN,178.0,138.0,40.0
1844994,Flame,NAN,NAN,NAN,NAN,334.0,367.0,-33.0
1871538,Not_DuduTsai,22,42,69.0,97.0,122.0,145.0,-23.0
1881044,t0tal90,NAN,NAN,NAN,244.0,240.0,277.0,-37.0
1888179,BrophyT,NAN,NAN,NAN,NAN,369.0,406.0,-37.0
1906382,KatBot,NAN,NAN,NAN,NAN,334.0,367.0,-33.0
1915328,Arthao,NAN,NAN,NAN,323.0,369.0,406.0,-37.0
1918686,Analog,NAN,115,161.0,224.0,259.0,293.0,-34.0
1918774,EWA | Gorgonzola,NAN,99,154.0,211.0,240.0,201.0,39.0
1931799,Supreme.Noobs | Edicus,NAN,NAN,NAN,NAN,369.0,406.0,-37.0
1931842,tpyo,NAN,NAN,174.0,244.0,281.0,315.0,-34.0
1940854,JoffDuchar,78,131,194.0,267.0,305.0,340.0,-35.0
1940872,Spenny,NAN,NAN,NAN,NAN,NAN,367.0,NAN
1942273,Fankriss,NAN,NAN,38.0,51.0,59.0,71.0,-12.0
1944467,SUPERUNKNOWN,87,131,194.0,211.0,240.0,254.0,-14.0
1946855,PRD | JMi,NAN,167,244.0,323.0,369.0,406.0,-37.0
1956142,maxhoney,NAN,NAN,NAN,180.0,204.0,227.0,-23.0
1957918,Cow,32,46,73.0,68.0,41.0,43.0,-2.0
1966716,LewdCelebs4Free,57,99,154.0,211.0,240.0,277.0,-37.0
1974127,aujory,87,99,119.0,169.0,194.0,216.0,-22.0
1974143,Jeem,98,167,244.0,323.0,369.0,406.0,-37.0
1989729,Nips,NAN,167,244.0,323.0,369.0,406.0,-37.0
2004464,Rama,NAN,147,216.0,294.0,334.0,367.0,-33.0
2026283,SereneDoge#4725,NAN,NAN,NAN,323.0,369.0,406.0,-37.0
2029721,Ghost Rider,47,82,128.0,180.0,80.0,96.0,-16.0
2033482,Reiky,NAN,NAN,NAN,NAN,225.0,254.0,-29.0
2041350,2rk | Turok,78,131,194.0,267.0,305.0,340.0,-35.0
2053276,#215 | Ogre,NAN,NAN,NAN,244.0,281.0,315.0,-34.0
2056830,NAIR | Pablo,NAN,NAN,NAN,NAN,369.0,406.0,-37.0
2056881,PotusTheGoatus,NAN,NAN,NAN,NAN,369.0,406.0,-37.0
2058200,Kuzon,NAN,NAN,NAN,NAN,NAN,315.0,NAN
2058790,Butternust,NAN,NAN,NAN,224.0,194.0,216.0,-22.0
2084281,Keykey,78,131,194.0,267.0,305.0,340.0,-35.0
2085246,kippu,NAN,115,174.0,244.0,281.0,315.0,-34.0
2093540,RitzyCheese,78,131,194.0,267.0,305.0,340.0,-35.0
2117535,vel,NAN,NAN,NAN,323.0,369.0,406.0,-37.0
2122811,$W@6 | rocketf20,NAN,NAN,244.0,323.0,369.0,406.0,-37.0
2139949,Devin1300,NAN,NAN,NAN,244.0,281.0,277.0,4.0
2139952,Boalisk,NAN,NAN,244.0,187.0,212.0,237.0,-25.0
2140092,Jet,87,147,216.0,294.0,334.0,367.0,-33.0
2141139,Dr. Dipper,NAN,NAN,NAN,267.0,305.0,254.0,51.0
2146437,actually hmhh | LionTimeMachine,98,167,96.0,91.0,105.0,119.0,-14.0
2147280,slowtai,NAN,NAN,NAN,155.0,178.0,201.0,-23.0
2148389,LilTayNastyTay,NAN,NAN,NAN,NAN,NAN,315.0,NAN
2148920,thicceon,NAN,NAN,119.0,169.0,194.0,216.0,-22.0
2149543,BoominBody,NAN,NAN,NAN,294.0,334.0,367.0,-33.0
2160161,GAS,54,95,145.0,198.0,225.0,254.0,-29.0
2161547,DenverDaDestroyer,NAN,NAN,NAN,NAN,NAN,237.0,NAN
2163048,MK | RedSoul,NAN,NAN,NAN,NAN,334.0,367.0,-33.0
2170469,Triple Cake Dance,59,89,135.0,187.0,212.0,237.0,-25.0
2177428,Chuchaka2112,NAN,NAN,NAN,144.0,169.0,192.0,-23.0
2179108,Mud,26,53,55.0,72.0,96.0,60.0,36.0
2192126,NattyIce,98,115,161.0,224.0,225.0,254.0,-29.0
2194031,Dorian uwu,NAN,NAN,244.0,323.0,369.0,406.0,-37.0
2206263,nmble-mann,NAN,167,244.0,323.0,369.0,406.0,-37.0
2215703,DiMaria,NAN,89,90.0,135.0,162.0,185.0,-23.0
2221234,LordTourettes,NAN,NAN,NAN,NAN,NAN,277.0,NAN
2233473,fssong,NAN,NAN,194.0,267.0,281.0,315.0,-34.0
2242538,Erica,33,64,96.0,144.0,169.0,192.0,-23.0
2245020,enterthekiwi,NAN,NAN,NAN,NAN,240.0,216.0,24.0
2251343,ClintStevensTV | HungryboxFan304,NAN,NAN,101.0,150.0,175.0,197.0,-22.0
2258693,Jbun,NAN,NAN,NAN,NAN,NAN,406.0,NAN
2262562,me,NAN,NAN,NAN,323.0,369.0,406.0,-37.0
2264748,bunnygirlsenpai,NAN,NAN,NAN,294.0,259.0,293.0,-34.0
2264917,Mobley,NAN,NAN,NAN,323.0,369.0,406.0,-37.0
2265424,Zolof,NAN,NAN,NAN,187.0,212.0,237.0,-25.0
2265774,boys,NAN,NAN,NAN,323.0,334.0,367.0,-33.0
2266162,2GATS,NAN,NAN,NAN,323.0,369.0,406.0,-37.0
2269490,GGS,NAN,NAN,NAN,NAN,47.0,35.0,12.0
2270838,Sol | | Saturn,NAN,NAN,NAN,NAN,281.0,315.0,-34.0
2271152,purpp,NAN,NAN,NAN,NAN,240.0,277.0,-37.0
2272366,CyAn,NAN,NAN,NAN,NAN,334.0,367.0,-33.0
2276067,Dead C,NAN,NAN,NAN,NAN,NAN,367.0,NAN
2276931,BowserDad1964,NAN,NAN,NAN,NAN,NAN,315.0,NAN
